Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,91.18,2389.9,0.04,148.5,0.0
C++,374.79,8029.6,0.05,212.35,0.0
C#,359.46,4678.5,0.08,788.17,0.0
Rust,37.93,886.6,0.04,150.45,0.0
Java,225.77,3206.0,0.07,666.8,0.0
