Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,16.35,136.2,0.12,2.37,0.0
C++,12.42,106.0,0.12,2.37,0.0
C#,25.75,267.0,0.1,32.24,0.0
Rust,28.39,253.4,0.11,2.37,0.0
Java,28.92,298.1,0.1,44.56,0.0
