Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,51.33,678.9,0.08,131.25,0.0
C++,54.91,675.9,0.08,132.5,0.0
C#,408.55,9034.8,0.05,1658.38,0.0
Rust,57.38,584.8,0.1,403.99,0.0
Java,143.83,1410.2,0.1,2433.12,0.0
