Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,266.17,3045.4,0.09,1.87,0.0
C++,283.02,3414.5,0.08,3.62,0.0
C#,495.15,6583.8,0.08,30.49,0.0
Rust,282.81,3657.6,0.08,2.0,0.0
Java,368.72,4567.1,0.08,44.35,0.0
