Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,93.67,1370.4,0.07,32.0,0.0
C++,72.95,1070.1,0.07,33.5,0.0
C#,149.17,2156.5,0.07,63.58,0.0
Rust,86.59,1021.8,0.08,33.75,0.0
Java,108.44,1570.4,0.07,87.23,0.0
