Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
binary-trees,254.38,139.21,0.0,11.01,10295,131.25,0
binary-trees,257.54,140.44,0.0,11.26,10464,131.25,0
binary-trees,256.09,138.77,0.0,11.19,10486,131.25,0
binary-trees,258.65,141.53,0.0,11.27,10467,131.25,0
binary-trees,252.47,138.7,0.0,10.88,10170,131.25,0
binary-trees,256.8,140.81,0.0,11.18,10365,131.25,0
binary-trees,253.21,138.28,0.0,11.04,10272,131.25,0
binary-trees,255.66,141.07,0.0,10.99,10241,131.25,0
binary-trees,254.41,139.76,0.0,11.0,10247,131.25,0
binary-trees,251.15,135.91,0.0,11.05,10299,131.25,0
binary-trees,254.27,140.51,0.0,10.97,10165,131.25,0
binary-trees,251.25,138.03,0.0,10.94,10116,131.25,0
binary-trees,256.91,140.18,0.0,11.23,10433,131.25,0
binary-trees,253.7,138.51,0.0,11.06,10296,131.25,0
binary-trees,253.74,137.27,0.0,11.13,10411,131.25,0
binary-trees,250.66,136.54,0.0,10.88,10202,131.25,0
binary-trees,257.14,140.42,0.0,11.2,10433,131.25,0
binary-trees,252.55,136.37,0.0,11.07,10386,131.25,0
binary-trees,251.06,137.35,0.0,10.94,10165,131.25,0
binary-trees,256.02,136.25,0.0,11.36,10708,131.25,0
binary-trees,257.56,139.87,0.0,11.23,10521,131.25,0
binary-trees,257.37,138.75,0.0,11.28,10604,131.25,0
binary-trees,252.89,138.0,0.0,10.99,10270,131.25,0
binary-trees,254.52,137.54,0.0,11.19,10455,131.25,0
binary-trees,257.02,139.28,0.0,11.3,10524,131.25,0
binary-trees,254.89,138.92,0.0,11.13,10365,131.25,0
binary-trees,254.55,138.6,0.0,11.12,10364,131.25,0
binary-trees,254.23,138.81,0.0,11.05,10316,131.25,0
binary-trees,261.34,143.24,0.0,11.34,10556,131.25,0
binary-trees,255.75,140.78,0.0,11.04,10275,131.25,0
