Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
n-body,85.04,60.84,0.0,1.22,2185,1.87,0
n-body,83.46,59.82,0.0,1.19,2136,1.87,0
n-body,85.93,61.87,0.0,1.21,2176,1.87,0
n-body,86.27,62.16,0.0,1.21,2176,1.87,0
n-body,86.2,62.09,0.0,1.21,2177,1.87,0
n-body,86.24,62.14,0.0,1.21,2174,1.87,0
n-body,86.28,62.16,0.0,1.21,2179,1.87,0
n-body,86.26,62.13,0.0,1.21,2180,1.87,0
n-body,86.25,62.15,0.0,1.21,2177,1.87,0
n-body,86.12,62.02,0.0,1.21,2178,1.87,0
