Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
n-body,247.08,16.94,0.0,11.57,20795,1.87,0
n-body,247.06,17.54,0.0,11.54,20737,1.87,0
n-body,246.54,17.47,0.0,11.52,20696,1.87,0
n-body,245.71,17.03,0.0,11.49,20661,1.87,0
n-body,244.84,16.34,0.0,11.48,20645,1.87,0
n-body,244.97,17.03,0.0,11.46,20596,1.87,0
n-body,246.02,17.39,0.0,11.49,20656,1.87,0
n-body,245.53,16.99,0.0,11.49,20650,1.87,0
n-body,246.93,17.67,0.0,11.52,20717,1.87,0
n-body,246.25,17.79,0.0,11.48,20643,1.87,0
n-body,246.79,18.78,0.0,11.46,20602,1.87,0
n-body,246.46,18.6,0.0,11.45,20591,1.87,0
n-body,246.02,17.42,0.0,11.49,20659,1.87,0
n-body,245.7,17.23,0.0,11.48,20646,1.87,0
n-body,245.09,17.36,0.0,11.45,20574,1.87,0
n-body,246.56,17.9,0.0,11.49,20660,1.87,0
n-body,245.59,17.37,0.0,11.47,20622,1.87,0
n-body,246.61,17.88,0.0,11.5,20667,1.87,0
n-body,246.66,17.95,0.0,11.49,20665,1.87,0
n-body,245.32,16.73,0.0,11.49,20656,1.87,0
n-body,244.83,16.51,0.0,11.48,20633,1.87,0
n-body,244.82,16.32,0.0,11.49,20649,1.87,0
n-body,244.07,15.75,0.0,11.48,20633,1.87,0
n-body,246.44,16.02,0.0,11.58,20822,1.87,0
n-body,244.02,15.91,0.0,11.47,20613,1.87,0
n-body,245.9,16.21,0.0,11.54,20755,1.87,0
n-body,244.26,15.69,0.0,11.49,20652,1.87,0
n-body,244.07,15.56,0.0,11.48,20645,1.87,0
n-body,244.74,16.39,0.0,11.48,20632,1.87,0
n-body,245.98,17.49,0.0,11.49,20644,1.87,0
n-body,245.19,16.67,0.0,11.49,20648,1.87,0
n-body,244.95,16.39,0.0,11.49,20653,1.87,0
n-body,245.24,16.32,0.0,11.51,20686,1.87,0
n-body,243.81,15.71,0.0,11.46,20609,1.87,0
n-body,244.99,15.97,0.0,11.51,20692,1.87,0
n-body,243.99,15.84,0.0,11.47,20613,1.87,0
n-body,244.12,15.98,0.0,11.47,20613,1.87,0
n-body,244.44,15.84,0.0,11.49,20656,1.87,0
n-body,244.64,16.07,0.0,11.49,20651,1.87,0
n-body,244.2,16.0,0.0,11.47,20618,1.87,0
n-body,245.3,16.46,0.0,11.5,20678,1.87,0
n-body,245.43,16.74,0.0,11.49,20660,1.87,0
n-body,244.94,16.57,0.0,11.48,20634,1.87,0
n-body,244.31,15.96,0.0,11.48,20634,1.87,0
n-body,243.55,15.23,0.0,11.47,20629,1.87,0
