Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
fasta,303.0,201.3,0.0,5.11,9187,12.23,0
fasta,304.57,201.18,0.0,5.2,9340,12.23,0
fasta,295.66,195.96,0.0,5.01,9007,12.23,0
fasta,301.96,204.47,0.0,4.9,8807,12.23,0
fasta,271.44,189.61,0.0,4.11,7391,12.23,0
fasta,272.01,190.25,0.0,4.11,7387,12.23,0
fasta,273.51,184.98,0.0,4.45,7996,12.23,0
fasta,288.19,189.06,0.0,4.98,8956,12.23,0
fasta,265.68,183.16,0.0,4.15,7453,12.23,0
fasta,276.22,194.39,0.0,4.11,7392,12.23,0
fasta,279.57,192.75,0.0,4.36,7845,12.23,0
fasta,271.28,188.32,0.0,4.17,7494,12.23,0
fasta,276.63,190.68,0.0,4.32,7767,12.23,0
fasta,284.14,192.7,0.0,4.59,8258,12.23,0
fasta,284.93,195.03,0.0,4.52,8122,12.23,0
fasta,290.17,197.83,0.0,4.64,8343,12.23,0
fasta,275.74,187.86,0.0,4.42,7940,12.23,0
fasta,271.64,189.22,0.0,4.14,7444,12.23,0
fasta,275.5,192.81,0.0,4.16,7468,12.23,0
fasta,265.56,183.02,0.0,4.15,7457,12.23,0
fasta,271.18,188.86,0.0,4.14,7438,12.23,0
fasta,276.61,190.52,0.0,4.33,7777,12.23,0
fasta,278.34,186.54,0.0,4.61,8295,12.23,0
fasta,267.66,185.96,0.0,4.11,7381,12.23,0
fasta,266.36,184.59,0.0,4.11,7387,12.23,0
fasta,274.53,190.9,0.0,4.2,7556,12.23,0
fasta,267.01,185.28,0.0,4.11,7382,12.23,0
fasta,285.67,198.19,0.0,4.4,7902,12.23,0
fasta,313.86,207.23,0.0,5.36,9635,12.23,0
fasta,276.16,192.03,0.0,4.23,7600,12.23,0
