Elapsed Time (ms),Package Energy (µJ),DRAM Energy (µJ),Temperature (C°),,,,
2247.728708,210230000,1440000,55.1666666666667,2.247728708,210.23,1.44,662
2265.726515,209840000,1440000,56.25,2.265726515,209.84,1.44,675
2236.129631,208100000,1420000,54.8333333333333,2.236129631,208.1,1.42,658
2233.47122,209130000,1440000,54.5833333333333,2.23347122,209.13,1.44,655
2250.884171,210380000,1440000,53.3333333333333,2.250884171,210.38,1.44,640
2423.091172,215440000,1540000,53.6666666666667,2.423091172,215.44,1.54,644
2254.325706,208130000,1440000,53.25,2.254325706,208.13,1.44,639
2246.261873,211040000,1430000,51.8333333333333,2.246261873,211.04,1.43,622
2253.179104,209750000,1440000,51.6666666666667,2.253179104,209.75,1.44,620
2599.315105,220510000,1630000,53.3333333333333,2.599315105,220.51,1.63,640
2351.937417,212630000,1490000,52.3333333333333,2.351937417,212.63,1.49,628
2735.535258,222880000,1710000,55.3333333333333,2.735535258,222.88,1.71,664
2264.188653,210520000,1450000,50,2.264188653,210.52,1.45,600
2427.470639,162700000,1540000,51.5,2.427470639,162.7,1.54,618
2466.635313,160860000,1560000,51.3333333333333,2.466635313,160.86,1.56,616
3068.349808,183230000,1890000,54.3333333333333,3.068349808,183.23,1.89,652
2523.056527,177540000,1590000,52.25,2.523056527,177.54,1.59,627
2405.653088,160870000,1520000,51.0833333333333,2.405653088,160.87,1.52,613
2492.577054,160300000,1580000,52.8333333333333,2.492577054,160.3,1.58,634
2499.709322,163320000,1580000,53.0833333333333,2.499709322,163.32,1.58,637
2713.546919,169840000,1700000,54,2.713546919,169.84,1.7,648
2678.695568,175230000,1680000,52.8333333333333,2.678695568,175.23,1.68,634
2445.037324,164980000,1550000,52.6666666666667,2.445037324,164.98,1.55,632
2477.863519,161900000,1560000,52.0833333333333,2.477863519,161.9,1.56,625
2400.834513,156920000,1530000,52,2.400834513,156.92,1.53,624
2485.732692,161300000,1570000,52.1666666666667,2.485732692,161.3,1.57,626
2942.874064,178950000,1830000,53.5,2.942874064,178.95,1.83,642
2405.96598,169300000,1530000,51.6666666666667,2.40596598,169.3,1.53,620
2932.840862,176310000,1820000,55.4166666666667,2.932840862,176.31,1.82,665
2426.777941,172260000,1540000,53.1666666666667,2.426777941,172.26,1.54,638
2472.535113,161010000,1560000,52.3333333333333,2.472535113,161.01,1.56,628
2480.51861,162290000,1570000,51.3333333333333,2.48051861,162.29,1.57,616
2498.861222,162630000,1580000,51.8333333333333,2.498861222,162.63,1.58,622
2467.74944,161030000,1560000,50.8333333333333,2.46774944,161.03,1.56,610
2577.354159,163360000,1620000,52.1666666666667,2.577354159,163.36,1.62,626
2964.950568,182090000,1840000,54.3333333333333,2.964950568,182.09,1.84,652
2430.350053,173600000,1540000,51.8333333333333,2.430350053,173.6,1.54,622
2482.125928,160820000,1570000,52,2.482125928,160.82,1.57,624
2967.038687,180160000,1850000,53.3333333333333,2.967038687,180.16,1.85,640
2791.019317,183040000,1740000,53,2.791019317,183.04,1.74,636
2426.550272,169140000,1540000,51.3333333333333,2.426550272,169.14,1.54,616
