Algorithm,Package Energy (J),Core Energy (J),Uncore Energy (J),DRAM Energy (J),Elapsed Time (ms),Total Memory (MB),Peak Memory (MB)
n-body,80.83,58.04,0.0,1.15,2060,1.87,0
n-body,83.03,59.78,0.0,1.17,2098,1.87,0
n-body,80.46,57.75,0.0,1.14,2053,1.87,0
n-body,80.4,57.68,0.0,1.14,2050,1.87,0
n-body,80.36,57.66,0.0,1.14,2050,1.87,0
n-body,82.68,59.56,0.0,1.16,2092,1.87,0
n-body,80.99,58.2,0.0,1.15,2061,1.87,0
n-body,80.42,57.69,0.0,1.14,2052,1.87,0
n-body,81.01,58.17,0.0,1.15,2063,1.87,0
n-body,81.07,58.23,0.0,1.15,2064,1.87,0
