Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ);Temperature (C°);BenchmarkReturnValue
877.4338000000002;79165813;557921;78;
905.0286000000006;66325330;547240;77;
898.6951999999992;58526401;520567;75;
894.0610999999999;57779210;516906;75;
888.2934000000005;57902134;517454;74.5;
863.8860999999988;56875404;507811;75.5;
883.2497000000003;56229226;519408;75.5;
878.2137999999995;57194434;517516;75;
879.710000000001;56198892;517638;74.5;
875.0527000000002;57106360;515807;74;
878.6340999999993;57974339;516844;74.5;
869.6041000000005;56501564;512633;75;
880.6045000000013;56385415;517699;75.5;
878.8860000000004;57160010;517394;75;
881.5730000000021;57429480;521239;75;
877.8764999999985;56631874;517943;75.5;
878.2459999999992;58286349;516295;75;
871.3446000000004;54881025;515135;74;
875.3896999999997;56795325;514464;73.5;
878.3418999999994;58489841;517089;75;
1169.4426999999996;66446241;678648;70.5;
870.5917999999983;64138263;511901;70;
868.2132999999994;57552404;512694;75;
878.8346999999994;56911598;517638;74.5;
876.3361000000004;56101907;515929;74;
1113.2842999999993;65537125;648130;74;
867.5793000000012;63488912;510619;74.5;
874.303399999997;56792945;513610;75;
959.7652999999991;60533537;563658;74.5;
870.8407999999981;59385163;515196;75.5;
880.3891999999978;56115579;518920;75;
985.4192999999977;61439234;585753;74.5;
864.0767999999989;59269380;509093;75;
869.2811999999976;57128089;515013;75;
866.9781999999977;55795024;508727;75.5;
881.4539999999979;56873572;517821;75.5;
876.8413;56131998;516661;74.5;
1084.1195000000007;65047258;630370;74.5;
966.1524999999965;66957287;565184;75.5;
962.4091000000044;62599449;564696;76;
976.9996000000028;63476461;570616;75.5;
980.7762000000002;63182028;573607;75.5;
981.9539999999979;63441549;573424;75.5;
971.9245999999985;63072104;567869;75;
975.7813999999998;63947590;572997;75;
969.841800000002;63160483;566710;76;
966.7007000000012;61729945;565184;76;
958.3399000000063;62128076;559874;74.5;
966.7442999999985;63087607;565062;74.5;
968.9884999999995;63172934;566710;75.5;
957.0066000000006;61598414;561034;75.5;
965.0914000000048;63703267;563902;75.5;
868.5645000000004;57741429;511962;75.5;
877.3928000000014;56835792;515807;74;
876.7393000000011;57631322;515135;75;
978.0232000000033;60676481;574096;76;
868.4550999999992;58235630;512144;75;
877.4859999999971;57220800;515685;74.5;
887.4141999999993;57533056;521667;74;
883.3397000000041;58234104;520689;75;
881.7128000000012;56845435;519530;76;
871.1093999999939;57229529;513915;76.5;
