Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,35.91,865.83,0.04,131.25,0.0
C++,35.68,856.83,0.04,131.25,0.0
C#,266.04,10362.37,0.03,131.25,0.0
Rust,34.66,665.13,0.05,131.25,0.0
Java,74.86,1459.17,0.05,131.25,0.0
