Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,68.65,3484.8,0.02,0.0,0.0
C++,68.43,3484.83,0.02,0.0,0.0
C#,67.51,3420.87,0.02,0.0,0.0
Rust,67.64,3420.6,0.02,0.0,0.0
Java,73.21,3527.83,0.02,0.0,0.0
