Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,11.82,224.03,0.05,2.37,0.0
C++,7.45,143.07,0.05,2.37,0.0
C#,16.47,313.8,0.05,2.37,0.0
Rust,17.29,296.8,0.06,2.37,0.0
Java,21.7,507.77,0.04,2.37,0.0
