Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,357.73,9357.7,0.04,12.23,0.0
C++,284.6,7980.23,0.04,12.23,0.0
C#,359.94,9908.83,0.04,12.23,0.0
Rust,314.19,9254.63,0.03,12.23,0.0
Java,34.65,1010.8,0.03,12.23,0.0
