Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,102.51,2745.63,0.04,127.37,0.0
C++,92.56,1691.2,0.05,127.37,0.0
C#,122.38,3187.6,0.04,127.37,0.0
Rust,89.55,2468.3,0.04,127.37,0.0
Java,105.62,1956.6,0.05,127.37,0.0
