Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,1.08,46.73,0.02,0.0,0.0
C++,1.09,46.93,0.02,0.0,0.0
C#,3.48,154.33,0.02,0.0,0.0
Rust,2.36,105.1,0.02,0.0,0.0
Java,1.48,62.97,0.02,0.0,0.0
