Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,33.13,639.53,0.05,32.0,0.0
C++,21.96,354.03,0.06,32.0,0.0
C#,115.95,2575.1,0.05,32.0,0.0
Rust,55.98,1384.67,0.04,32.0,0.0
Java,88.58,1659.1,0.05,32.0,0.0
