Language,Energy (J),Time (ms),Ratio (J/ms),Memory (MB),Peak (MB)
C,84.46,3896.5,0.02,1.87,0.0
C++,95.81,4404.53,0.02,1.87,0.0
C#,101.26,5013.77,0.02,1.87,0.0
Rust,59.23,2979.27,0.02,1.87,0.0
Java,105.89,5134.23,0.02,1.87,0.0
